"","NameScientific","TaxonRank","Origin","Phyla","Class","Order","Family","Genus"
"8552","<i>Notophaena toumatou</i> Miers (1860)","species","","Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","Discaria"
"8553","<i>Notospartium</i> Hook.f., <i>Hooker's J. Bot. Kew Gard. Misc.</i> 9: 176, t. 3 (1857)","genus","","Tracheophyta","Magnoliopsida","Fabales","Leguminosae","Carmichaelia"
"8554","<i>Notospartium carmichaeliae</i> Hook.f., <i>Hooker's J. Bot. Kew Gard. Misc.</i> 9: 176, t. 3 (1857)","species","","Tracheophyta","Magnoliopsida","Fabales","Leguminosae","Carmichaelia"
"8555","<i>Notospartium glabrescens</i> Petrie, <i>Trans. & Proc. New Zealand Inst.</i> 53: 366 (1921)","species","","Tracheophyta","Magnoliopsida","Fabales","Leguminosae","Carmichaelia"
"8556","<i>Notospartium torulosum</i> Kirk, <i>Stud. Fl. New Zealand</i> 117 (1899)","species","","Tracheophyta","Magnoliopsida","Fabales","Leguminosae","Carmichaelia"
"8557","<i>Notothlaspi</i> Hook.f. in Bentham & Hooker, <i>Gen. Pl.</i> 90 (1862)","genus","Endemic","Tracheophyta","Magnoliopsida","Brassicales","Cruciferae","Notothlaspi"
"8558","<i>Notothlaspi australe</i> (Hook.f.) Hook.f., <i>Handb. New Zealand Fl.</i> 15, fig. 1 (1864)","species","Endemic","Tracheophyta","Magnoliopsida","Brassicales","Cruciferae","Notothlaspi"
"8559","<i>Notothlaspi australe</i> (Hook.f.) Hook.f., <i>Handb. New Zealand Fl.</i> 15, fig. 1 (1864) var. <i>australe</i>","var.","","Tracheophyta","Magnoliopsida","Brassicales","Cruciferae","Notothlaspi"
"8560","<i>Notothlaspi australe</i> var. <i>stellatum</i> Kirk, <i>Stud. Fl. New Zealand</i> 39 (1899)","var.","","Tracheophyta","Magnoliopsida","Brassicales","Cruciferae","Notothlaspi"
"8561","<i>Notothlaspi hookeri</i> Buchanan, <i>Trans. & Proc. New Zealand Inst.</i> 20: 255, t. 13 (1887 [1888])","species","","Tracheophyta","Magnoliopsida","Brassicales","Cruciferae","Pachycladon"
"8562","<i>Notothlaspi notabilis</i> Buchanan, <i>Trans. & Proc. New Zealand Inst.</i> 14: 344, t. 25 (1882)","species","","Tracheophyta","Magnoliopsida","Brassicales","Cruciferae","Notothlaspi"
"8563","<i>Notothlaspi rosulatum</i> Hook.f., <i>Handb. New Zealand Fl.</i> 15, Fig. 2,4 (1864)","species","Endemic","Tracheophyta","Magnoliopsida","Brassicales","Cruciferae","Notothlaspi"
"8564","<i>Notothlaspi rosulatum</i> var. <i>hursthousei</i> Petrie, <i>Trans. New Zealand Inst.</i> 56: 11 (1926)","var.","","Tracheophyta","Magnoliopsida","Brassicales","Cruciferae","Notothlaspi"
"8565","<i>Notothlaspi viretum</i> Heenan, <i>Phytotaxa</i> 399: 256?258 (2019)","species","Endemic","Tracheophyta","Magnoliopsida","Brassicales","Cruciferae","Notothlaspi"
"8566","<i>Nuphar</i> Sm. in Sibthorp & Smith, <i>Fl. Graec. Prodr.</i> 361 (1809)","genus","Exotic","Tracheophyta","Magnoliopsida","Nymphaeales","Nymphaeaceae","Nuphar"
"8567","<i>Nuphar lutea</i> (L.) Sm. in Sibthorp & Smith, <i>Fl. Graec. Prodr.</i> 361 (1809)","species","Exotic","Tracheophyta","Magnoliopsida","Nymphaeales","Nymphaeaceae","Nuphar"
"8568","<i>Nuxia dysophylla</i> Benth. (1836)","species","","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","Buddleja"
"8569","<i>Nyctaginaceae</i>","family","","Tracheophyta","Magnoliopsida","Caryophyllales","Nyctaginaceae",""
"8570","<i>Nymphaea</i> L., <i>Sp. Pl.</i> 510 (1753)","genus","Exotic","Tracheophyta","Magnoliopsida","Nymphaeales","Nymphaeaceae","Nymphaea"
"8571","<i>Nymphaea alba</i> L., <i>Sp. Pl.</i> 510?511 (1753)","species","Exotic","Tracheophyta","Magnoliopsida","Nymphaeales","Nymphaeaceae","Nymphaea"
"8572","<i>Nymphaea capensis</i> Thunb., <i>Prodr. Pl. Cap.</i> 92 (1800)","species","Exotic","Tracheophyta","Magnoliopsida","Nymphaeales","Nymphaeaceae","Nymphaea"
"8573","<i>Nymphaea lutea</i> L., <i>Sp. Pl.</i> 510 (1753)","species","","Tracheophyta","Magnoliopsida","Nymphaeales","Nymphaeaceae","Nuphar"
"8574","<i>Nymphaea mexicana</i> Zucc., <i>Abh. Math.-Phys. Cl. K?nigl. Bayer. Akad. Wiss. </i> 1: 365?366 (1832)","species","Exotic","Tracheophyta","Magnoliopsida","Nymphaeales","Nymphaeaceae","Nymphaea"
"8575","<i>Nymphaeaceae</i> Salisb., <i>Ann. Bot. [K?nig & Sims]</i> 2: 70 (1805)","family","Exotic","Tracheophyta","Magnoliopsida","Nymphaeales","Nymphaeaceae",""
"8576","<i>Nymphaeales</i> Salisb. ex Bercht. & J.Presl, <i>Prir. Rostlin</i> 270 (1820)","order","Non-endemic","Tracheophyta","Magnoliopsida","Nymphaeales","",""
"8577","<i>Nymphoides</i> Seg., <i>Pl. Veron. 3,</i> 121 (1754)","genus","Exotic","Tracheophyta","Magnoliopsida","Asterales","Menyanthaceae","Nymphoides"
"8578","<i>Nymphoides montana</i> Aston (1982)","species","Exotic","Tracheophyta","Magnoliopsida","Asterales","Menyanthaceae","Nymphoides"
"8579","<i>Nymphoides peltata</i> (S.G.Gmel.) Kuntze","species","Exotic","Tracheophyta","Magnoliopsida","Asterales","Menyanthaceae","Nymphoides"
"8580","<i>Obione</i> Gaertn. (1791)","genus","","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Atriplex"
"8581","<i>Obione billardierei</i> Moq. (1840)","species","","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Atriplex"
"8582","<i>Ochagavia</i> Phil., <i>Anales Univ. Chile</i> 13: 168 (1856)","genus","Exotic","Tracheophyta","Magnoliopsida","Poales","Bromeliaceae","Ochagavia"
"8583","<i>Ochagavia carnea</i> (Beer) L.B.Sm. & Looser","species","Exotic","Tracheophyta","Magnoliopsida","Poales","Bromeliaceae","Ochagavia"
"8584","<i>Ochna</i> L., <i>Sp. Pl.</i> 513 (1753)","genus","Exotic","Tracheophyta","Magnoliopsida","Malpighiales","Ochnaceae","Ochna"
"8585","<i>Ochna serrulata</i> (Hochst.) Walp. (1846)","species","Exotic","Tracheophyta","Magnoliopsida","Malpighiales","Ochnaceae","Ochna"
"8586","<i>Ochnaceae</i>","family","Exotic","Tracheophyta","Magnoliopsida","Malpighiales","Ochnaceae",""
"8587","<i>Ocimum</i> L., <i>Sp. Pl.</i> 597-598 (1753)","genus","Exotic","Tracheophyta","Magnoliopsida","Lamiales","Labiatae","Ocimum"
"8588","<i>Ocimum basilicum</i> L.","species","Exotic","Tracheophyta","Magnoliopsida","Lamiales","Labiatae","Ocimum"
"8589","<i>Odontonema</i> Nees","genus","Exotic","Tracheophyta","Magnoliopsida","Lamiales","Acanthaceae","Odontonema"
"8590","<i>Odontonema tubaeforme</i> (Bertol.) Kuntze (1891)","species","Exotic","Tracheophyta","Magnoliopsida","Lamiales","Acanthaceae","Odontonema"
"8591","<i>Oenanthe</i> L., <i>Sp. Pl.</i> 254-255 (1753)","genus","Exotic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Oenanthe"
"8592","<i>Oenanthe aquatica</i> (L.) Poir.","species","Exotic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Oenanthe"
"8593","<i>Oenanthe javanica</i> (Blume) DC. (1830)","species","Exotic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Oenanthe"
"8594","<i>Oenanthe pimpinelloides</i> L.","species","Exotic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Oenanthe"
"8595","<i>Oenanthe sarmentosa</i> DC.","species","Exotic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Oenanthe"
"8596","<i>Oenothera</i> L., <i>Sp. Pl.</i> (1753)","genus","Exotic","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera"
"8597","<i>Oenothera affinis</i> Cambess. (1830)","species","Exotic","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera"
"8598","<i>Oenothera biennis</i> L., <i>Sp. Pl.</i> 346 (1753)","species","Exotic","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera"
"8599","<i>Oenothera drummondii</i> Hook.","species","Exotic","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera"
"8600","<i>Oenothera erythrosepala</i> Borb?s (1903)","species","","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera"
"8601","<i>Oenothera fruticosa</i> L. (1753)","species","Exotic","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera"
"8602","<i>Oenothera glazioviana</i> Micheli (1875)","species","Exotic","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera"
"8603","<i>Oenothera indecora</i> Cambess.","species","Exotic","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera"
"8604","<i>Oenothera parviflora</i> L.","species","Exotic","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera"
"8605","<i>Oenothera rosea</i> Aiton, <i>Hortus Kew. (W. Aiton)</i> 3 (1789)","species","Exotic","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera"
"8606","<i>Oenothera speciosa</i> Nutt., <i>J. Acad. Nat. Sci. Philadelphia</i> 2: 119 (1821)","species","Exotic","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera"
"8607","<i>Oenothera stricta</i> Ledeb. ex Link, <i>Enum. Hort. Berol. Alt. 1,</i> 377 (1821)","species","Exotic","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera"
"8608","<i>Oenothera suaveolens</i> Pers. (1805)","species","","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera"
"8609","<i>Oenothera tetraptera</i> Cav.","species","Exotic","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera"
"8610","<i>Oldenlandia</i> L., <i>Sp. Pl.</i> 119 (1753)","genus","Exotic","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Oldenlandia"
"8611","<i>Oldenlandia corymbosa</i> L., <i>Sp. Pl.</i> 119 (1753)","species","Exotic","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Oldenlandia"
"8612","<i>Olea</i> L., <i>Sp. Pl.</i> 8 (1753)","genus","Exotic","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Olea"
"8613","<i>Olea africana</i> Mill. (1768)","species","","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Olea"
"8614","<i>Olea apetala</i> Vahl, <i>Symb. Bot. (Vahl) 3,</i> 3 (1794)","species","","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Nestegis"
"8615","<i>Olea cunninghamii</i> Hook.f., <i>Bot. Antarct. Voy. II. (Fl. Nov.-Zel.) Part I,</i> 175 (1853)","species","","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Nestegis"
"8616","<i>Olea cuspidata</i> Wall. ex G.Don, <i>Gen. Hist.</i> 49 (1837)","species","","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Olea"
"8617","<i>Olea europaea</i> L. (1753)","species","Exotic","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Olea"
"8618","<i>Olea europaea</i> subsp. <i>africana</i> (Mill.) P.S.Green (1979)","subsp.","","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Olea"
"8619","<i>Olea europaea</i> subsp. <i>cuspidata</i> (Wall. ex G.Don) Cif. (1942)","subsp.","Exotic","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Olea"
"8620","<i>Olea europaea</i> L. (1753) subsp. <i>europaea</i>","subsp.","Exotic","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Olea"
"8621","<i>Olea lanceolata</i> Hook.f., <i>Bot. Antarct. Voy. II. (Fl. Nov.-Zel.) Part I,</i> 176 (1853)","species","","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Nestegis"
"8622","<i>Olea montana</i> Hook.f., <i>Bot. Antarct. Voy. II. (Fl. Nov.-Zel.) Part I,</i> 176, t.46 (1853)","species","","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Nestegis"
"8623","<i>Olea</i> sect. <i>Gymnelaea</i> Endl.","sect.","","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Nestegis"
"8624","<i>Oleaceae</i>","family","","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae",""
"8625","<i>Olearia</i> Moench, <i>Suppl. Meth. (Moench)</i> 254 (1802)","genus","Non-endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8626","<i>Olearia ?capillaris</i> Buchanan, <i>Trans. & Proc. Roy. Soc. New Zealand</i> 3: 212 (1870 [1871])","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8627","<i>Olearia ?excorticata</i> Buchanan, <i>Trans. & Proc. New Zealand Inst.</i> 6: 241 (1874)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8628","<i>Olearia ?haastii</i> Hook.f., <i>Handb. New Zealand Fl.</i> 126 (1864)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8629","<i>Olearia ?macrodonta</i> Baker, <i>Gard. Chron.</i> 21: 604 (1884)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8630","<i>Olearia ?matthewsii</i> Heenan, <i>Hort. N.Z.</i> 2: 13 (1991)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8631","<i>Olearia ?mollis</i> (Kirk) Cockayne, <i>Trans. & Proc. New Zealand Inst.</i> 43: 173 (1910)","species","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8632","<i>Olearia ?oleifolia</i> Kirk, <i>Trans. & Proc. New Zealand Inst.</i> 11 (1879)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8633","<i>Olearia ?suavis</i> Cheeseman, <i>Trans. & Proc. New Zealand Inst.</i> 24 (1892)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8634","<i>Olearia ?traillii</i> Kirk, <i>Trans. & Proc. New Zealand Inst.</i> 16: 372 (1883 [1884])","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8635","<i>Olearia adenocarpa</i> Molloy & Heenan, <i>New Zealand J. Bot.</i> 42: 22-24 (2004)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8636","<i>Olearia aggregata</i> Colenso, <i>Trans. & Proc. New Zealand Inst.</i> 28: 597 (1895 [1896])","species","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8637","<i>Olearia albida</i> (Hook.f.) Hook.f., <i>Handb. New Zealand Fl.</i> 128 (1864)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8638","<i>Olearia albida</i> (Hook.f.) Hook.f., <i>Handb. New Zealand Fl.</i> 128 (1864) var. <i>albida</i>","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8639","<i>Olearia albida</i> var. <i>angulata</i> (Kirk) Allan, <i>Fl. New Zealand 1,</i> 663 (1961)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8640","<i>Olearia allomii</i> Kirk, <i>Trans. & Proc. New Zealand Inst.</i> 3: 179 (1870 [1871])","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8641","<i>Olearia alpina</i> Buchanan, <i>Trans. & Proc. New Zealand Inst.</i> 19: 215 (1886 [1887])","species","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8642","<i>Olearia angulata</i> Kirk, <i>Trans. & Proc. New Zealand Inst.</i> 13: 384 (1881)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8643","<i>Olearia angustata</i> J.B.Armstr., <i>Trans. & Proc. New Zealand Inst.</i> 13: 337 (1880 [1881])","species","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8644","<i>Olearia angustifolia</i> Hook.f., <i>Bot. Antarct. Voy. II. (Fl. Nov.-Zel.) Part I,</i> 115 (1853)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8645","<i>Olearia arborescens</i> (G.Forst.) Cockayne & Laing, <i>Trans. & Proc. New Zealand Inst.</i> 43: 367 (1911)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8646","<i>Olearia arborescens</i> var. <i>angustifolia</i> Cheeseman, <i>Man. New Zealand Fl.</i> 285 (1906)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8647","<i>Olearia arborescens</i> (G.Forst.) Cockayne & Laing, <i>Trans. & Proc. New Zealand Inst.</i> 43: 367 (1911) var. <i>arborescens</i>","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8648","<i>Olearia arborescens</i> var. <i>capillaris</i> (Buchanan) Kirk, <i>Stud. Fl. New Zealand</i> 268 (1899)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8649","<i>Olearia arborescens</i> var. <i>cordatifolia</i> Kirk, <i>Stud. Fl. New Zealand</i> 268 (1899)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8650","<i>Olearia argophylla</i> (Labill.) Benth., <i>Fl. Austral. 3,</i> 470 (1867)","species","Exotic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8651","<i>Olearia avicenniifolia</i> (Raoul) Hook.f., <i>Handb. New Zealand Fl.</i> 127 (1864)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8652","<i>Olearia bullata</i> H.D.Wilson & Garn.-Jones, <i>New Zealand J. Bot.</i> 30: 365-366 (1992)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8653","<i>Olearia capillaris</i> Buchanan, <i>Trans. & Proc. Roy. Soc. New Zealand</i> 3: 212 (1870 [1871])","species","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8654","<i>Olearia chathamica</i> Kirk, <i>Trans. New Zealand Inst.</i> 23: 444 (1891)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8655","<i>Olearia chathamica</i> var. <i>dendyi</i> Cockayne, <i>Trans. & Proc. New Zealand Inst.</i> 34: 320 (1901 [1902])","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8656","<i>Olearia cheesemanii</i> Cockayne & Allan, <i>Trans. New Zealand Inst.</i> 57: 57 (1926 [1927])","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8657","<i>Olearia colensoi</i> Hook.f., <i>Bot. Antarct. Voy. II. (Fl. Nov.-Zel.) Part I,</i> 155, t. 29 (1853)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8658","<i>Olearia colensoi</i> var. <i>argentea</i> Allan, <i>Fl. New Zealand 1,</i> 660, 973 (1961)","var.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8659","<i>Olearia colensoi</i> Hook.f., <i>Bot. Antarct. Voy. II. (Fl. Nov.-Zel.) Part I,</i> 155, t. 29 (1853) var. <i>colensoi</i>","var.","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8660","<i>Olearia colensoi</i> var. <i>grandis</i> G.Simpson, <i>Trans. Roy. Soc. New Zealand</i> 75: 198 (1945)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8661","<i>Olearia colensoi</i> var. <i>?</i> Hook.f., <i>Bot. Antarct. Voy. II. (Fl. Nov.-Zel.) Part I,</i> 116 (1853)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8662","<i>Olearia colorata</i> Colenso, <i>Trans. & Proc. New Zealand Inst.</i> 12: 362 (1880)","species","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8663","<i>Olearia consimilis</i> Colenso, <i>Trans. & Proc. New Zealand Inst.</i> 28: 596 (1895 [1896])","species","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8664","<i>Olearia coriacea</i> Kirk, <i>Stud. Fl. New Zealand</i> 276 (1899)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8665","<i>Olearia crebra</i> E.K.Cameron & Heenan in Heenan & Cameron, <i>New Zealand J. Bot.</i> 40: 535-541 (2002)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8666","<i>Olearia crosby-smithiana</i> Petrie, <i>Trans. & Proc. New Zealand Inst.</i> 43: 254 (1911)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8667","<i>Olearia cunninghamii</i> (Hook.f.) Hook.f., <i>Handb. New Zealand Fl.</i> 126 (1864)","species","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8668","<i>Olearia cunninghamii</i> var. <i>colorata</i> (Colenso) Kirk, <i>Stud. Fl. New Zealand</i> 269 (1899)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8669","<i>Olearia cunninghamii</i> var. <i>miniata</i> Kirk, <i>Stud. Fl. New Zealand</i> (1899)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8670","<i>Olearia cymbifolia</i> (Hook.f.) Cheeseman, <i>Trans. & Proc. New Zealand Inst.</i> 39: 445 (1907)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8671","<i>Olearia dentata</i> Hook.f., <i>Handb. New Zealand Fl.</i> 126 (1864)","species","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8672","<i>Olearia divaricata</i> Cockayne, <i>Rep. Bot. Surv. Stewart Island</i> 44 (1909)","species","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8673","<i>Olearia erythropappa</i> Colenso, <i>Trans. & Proc. New Zealand Inst.</i> 22: 468 (1889 [1890])","species","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8674","<i>Olearia fasciculifolia</i> Colenso, <i>Trans. & Proc. New Zealand Inst.</i> 25: 330 (1892 [1893])","species","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8675","<i>Olearia fimbriata</i> Heads, <i>Bot. J. Linn. Soc.</i> 127: 271-273, Fig 12 (1998)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8676","<i>Olearia forsteri</i> (Hook.f.) Hook.f., <i>Handb. New Zealand Fl.</i> 127 (1867)","species","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
"8677","<i>Olearia fragrantissima</i> Petrie, <i>Trans. & Proc. New Zealand Inst.</i> 23: 398 (1890 [1891])","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Olearia"
