famille,nom_taxon,Genre,synonyme,remarque
Proteaceae Juss.,Beauprea spathulifolia Brongn. & Gris,Beauprea,Beauprea neglecta Virot,"""spathulæfolia"" corrected into ""spathulifolia"""
Proteaceae Juss.,Beaupreopsis paniculata (Brongn. & Gris) Virot,Beaupreopsis,Beauprea paniculata (Brongn. & Gris) Benth. & Hook.f. ex S.Moore,
Proteaceae Juss.,Beaupreopsis paniculata (Brongn. & Gris) Virot,Beaupreopsis,Cenarrhenes paniculata Brongn. & Gris,
Proteaceae Juss.,Eucarpha deplanchei (Vieill. ex Brongn. & Gris) comb. ined.,Eucarpha,Knightia deplanchei Vieill. ex Brongn. & Gris,
Proteaceae Juss.,Eucarpha strobilina (Labill.) comb. ined.,Eucarpha,Knightia strobilina (Labill.) R.Br.,
Proteaceae Juss.,Eucarpha strobilina (Labill.) comb. ined.,Eucarpha,Embothrium strobilinum Labill.,
Proteaceae Juss.,Eucarpha strobilina (Labill.) comb. ined.,Eucarpha,Knightia integrifolia A.Cunn.,
Proteaceae Juss.,Garnieria spathulifolia (Brongn. & Gris) Brongn. & Gris,Garnieria,Cenarrhenes spathulata Pancher & Sebert,"""spathulæfolia"" corrected into ""spathulifolia"", Article 60.8."
Proteaceae Juss.,Garnieria spathulifolia (Brongn. & Gris) Brongn. & Gris,Garnieria,Cennarrhenes spathulifolia Brongn. & Gris,"""spathulæfolia"" corrected into ""spathulifolia"", Article 60.8."
Proteaceae Juss.,Garnieria spathulifolia (Brongn. & Gris) Brongn. & Gris,Garnieria,Cenarrhenes spathulifolia Brongn. & Gris,"""spathulæfolia"" corrected into ""spathulifolia"", Article 60.8."
Proteaceae Juss.,Grevillea deplanchei Brongn. & Gris,Grevillea,Grevillea gillivrayi var. gillivrayi f. angustifolia Virot,"See Majourau, P. and Y. Pillon, A review of Grevillea (Proteaceae) from New Caledonia with the description of two new species. Phytotaxa, 2020. 477(2): 243-252."
Proteaceae Juss.,Grevillea deplanchei Brongn. & Gris,Grevillea,Grevillea comptonii S.Moore,"See Majourau, P. and Y. Pillon, A review of Grevillea (Proteaceae) from New Caledonia with the description of two new species. Phytotaxa, 2020. 477(2): 243-252."
Proteaceae Juss.,Grevillea exul Lindl.,Grevillea,Hakea exul (Lindl.) Christenh. & Byng,
Proteaceae Juss.,Grevillea exul Lindl.,Grevillea,Hakea exul (Lindl.) Christenh. & Byng,
Proteaceae Juss.,Grevillea exul Lindl.,Grevillea,Grevillea exul subsp. exul Lindl.,
Proteaceae Juss.,Grevillea gillivrayi Hook.,Grevillea,Grevillea tontoutensis Guillaumin,
Proteaceae Juss.,Grevillea gillivrayi Hook.,Grevillea,Grevillea acervata S.Moore,
Proteaceae Juss.,Grevillea gillivrayi Hook.,Grevillea,Hakea gillivrayi (Hook.) Christenh. & Byng,
Proteaceae Juss.,Grevillea gillivrayi Hook.,Grevillea,"Grevillea oleifolia Brongn. & Gris ex Guillaumin, nom. nud.",
Proteaceae Juss.,Grevillea gillivrayi Hook.,Grevillea,Grevillea vieillardii var. emarginata Brongn. & Gris,
Proteaceae Juss.,Grevillea gillivrayi Hook.,Grevillea,Grevillea vieillardii Brongn. & Gris,
Proteaceae Juss.,Grevillea gillivrayi Hook.,Grevillea,Grevillea gillivrayi var. gillivrayi Hook.,
Proteaceae Juss.,Grevillea gillivrayi Hook.,Grevillea,Hakea gillivrayi (Hook.) Christenh. & Byng,
Proteaceae Juss.,Grevillea macmillanii Guillaumin,Grevillea, ,"Majourau, P. and Y. Pillon, A review of Grevillea (Proteaceae) from New Caledonia with the description of two new species. Phytotaxa, 2020. 477(2): 243-252."
Proteaceae Juss.,Grevillea meisneri Montrouz. var. meisneri,Grevillea,Grevillea meisneri var. argyrophylla Guillaumin,
Proteaceae Juss.,Grevillea meisneri Montrouz. var. meisneri,Grevillea,Hakea meisneri (Montrouz.) Christenh. & Byng,
Proteaceae Juss.,Grevillea meisneri Montrouz. var. meisneri,Grevillea,Grevillea producta S.Moore,
Proteaceae Juss.,Grevillea meisneri var. rhododesmia (Schltr.) Virot,Grevillea,Grevillea rhododesmia Schltr.,
Proteaceae Juss.,Grevillea mondorensis Majourau & Pillon,Grevillea,Grevillea gillivrayi var. glabriflora Virot,"Nom. nov. in Majourau, P. and Y. Pillon, A review of Grevillea (Proteaceae) from New Caledonia with the description of two new species. Phytotaxa, 2020. 477(2): 249."
Proteaceae Juss.,Grevillea nepwiensis Majourau & Pillon,Grevillea, ,"Majourau, P. and Y. Pillon, A review of Grevillea (Proteaceae) from New Caledonia with the description of two new species. Phytotaxa, 2020. 477(2): 244."
Proteaceae Juss.,Grevillea rubiginosa Brongn. & Gris,Grevillea,Hakea rubiginosa (Brongn. & Gris) Christenh. & Byng,
Proteaceae Juss.,Grevillea rubiginosa Brongn. & Gris,Grevillea,Hakea rubiginosa (Brongn. & Gris) Christenh. & Byng,
Proteaceae Juss.,Grevillea rubiginosa Brongn. & Gris,Grevillea,Grevillea exul subsp. rubiginosa (Brongn. & Gris) Virot,
Proteaceae Juss.,Grevillea rubiginosa Brongn. & Gris,Grevillea,Grevillea rubiginosa var. angustifolia Guillaumin,
Proteaceae Juss.,Grevillea rubiginosa Brongn. & Gris,Grevillea,Grevillea exul subsp. rubiginosa f. bicolor Virot,
Proteaceae Juss.,Grevillea sinuata Brongn. & Gris,Grevillea,Grevillea exul subsp. exul var. nudiflora Virot,"Majourau, P. and Y. Pillon, A review of Grevillea (Proteaceae) from New Caledonia with the description of two new species. Phytotaxa, 2020. 477(2): 243-252."
Proteaceae Juss.,Grevillea vuniana Pillon,Grevillea, ,"Majourau, P. and Y. Pillon, A review of Grevillea (Proteaceae) from New Caledonia with the description of two new species. Phytotaxa, 2020. 477(2): 246."
Proteaceae Juss.,Kermadecia brinoniae H.C.Hopkins & Pillon,Kermadecia, ,In Hopkins & Pillon (2019) Candollea 74:85-92
Proteaceae Juss.,Kermadecia elliptica Brongn. & Gris,Kermadecia, ,
Proteaceae Juss.,Kermadecia pronyensis (Guillaumin) Guillaumin,Kermadecia,Grevillea pronyense Guillaumin,
Proteaceae Juss.,Kermadecia rotundifolia Brongn. & Gris,Kermadecia, ,
Proteaceae Juss.,Kermadecia sinuata Brongn. & Gris,Kermadecia, ,
Proteaceae Juss.,Sleumerodendron austrocaledonicum (Brongn. & Gris) Virot,Sleumerodendron,Kermadecia austrocaledonica (Brongn. & Gris) Benth. & Hook.f. ex Guillaumin,
Proteaceae Juss.,Sleumerodendron austrocaledonicum (Brongn. & Gris) Virot,Sleumerodendron,Adenostephanus austrocaledonicus Brongn. & Gris,
Proteaceae Juss.,Stenocarpus comptonii S.Moore,Stenocarpus, ,
Proteaceae Juss.,Stenocarpus dareoides Brongn. & Gris,Stenocarpus, ,"Espèce placée en synonymie de S. milnei mais à rétablir (Pillon, comm. pers. 12/2021)"
Proteaceae Juss.,Stenocarpus dumbeensis Guillaumin,Stenocarpus, ,
Proteaceae Juss.,Stenocarpus gracilis Brongn. & Gris,Stenocarpus,Stenocarpus varians Guillaumin,
Proteaceae Juss.,Stenocarpus gracilis Brongn. & Gris,Stenocarpus,Stenocarpus deltoidifolius Virot,
Proteaceae Juss.,Stenocarpus gracilis Brongn. & Gris,Stenocarpus,Stenocarpus francii Bonati & Petitm.,
Proteaceae Juss.,Stenocarpus heterophyllus Brongn. & Gris,Stenocarpus, ,
Proteaceae Juss.,Stenocarpus intermedius Brongn. & Gris,Stenocarpus, ,
Proteaceae Juss.,Stenocarpus milnei Hook. & Arn.,Stenocarpus,Stenocarpus elegans Brongn. & Gris,
Proteaceae Juss.,Stenocarpus milnei Hook. & Arn.,Stenocarpus,Stenocarpus grunowii Zahlbr.,
Proteaceae Juss.,Stenocarpus phyllodineus S.Moore,Stenocarpus,Stenocarpus septentrionalis Guillaumin & Virot,
Proteaceae Juss.,Stenocarpus rubiginosus Brongn. & Gris,Stenocarpus, ,
Proteaceae Juss.,Stenocarpus tremuloides Brongn. & Gris,Stenocarpus,Stenocarpus balansae Guillaumin,
Proteaceae Juss.,Stenocarpus trinervis (Montrouz.) Guillaumin var. trinervis,Stenocarpus,Lomatia trinervis Montrouz.,
Proteaceae Juss.,Stenocarpus trinervis (Montrouz.) Guillaumin var. trinervis,Stenocarpus,Stenocarpus laurinus Brongn. & Gris,
Proteaceae Juss.,Stenocarpus trinervis (Montrouz.) Guillaumin var. trinervis,Stenocarpus,Stenocarpus laurifolius Pancher & Sebert,
Proteaceae Juss.,Stenocarpus trinervis (Montrouz.) Guillaumin var. trinervis,Stenocarpus,Stenocarpus acaciaefolius Guillaumin,
Proteaceae Juss.,Stenocarpus trinervis var. paradoxus Virot,Stenocarpus,Stenocarpus dielsianus Schltr.,
Proteaceae Juss.,Stenocarpus trinervis var. paradoxus Virot,Stenocarpus,Stenocarpus aemulans Schltr.,
Proteaceae Juss.,Stenocarpus umbelliferus (J.R.Forst. & G.Forst.) Druce var. umbelliferus,Stenocarpus,Embothrium umbelliferum J.R.Forst. & G.Forst.,
Proteaceae Juss.,Stenocarpus umbelliferus (J.R.Forst. & G.Forst.) Druce var. umbelliferus,Stenocarpus,Stenocarpus umbelliferus var. forsteri (Brongn. & Gris) Guillaumin,
Proteaceae Juss.,Stenocarpus umbelliferus (J.R.Forst. & G.Forst.) Druce var. umbelliferus,Stenocarpus,Stenocarpus forsteri R.Br.,
Proteaceae Juss.,Stenocarpus umbelliferus var. billardieri (Brongn. & Gris) Guillaumin,Stenocarpus,Stenocarpus forsteri var. billardieri Brongn. & Gris,
Proteaceae Juss.,Stenocarpus villosus Brongn. & Gris,Stenocarpus, ,
Proteaceae Juss.,Virotia angustifolia (Virot) P.H.Weston & A.R.Mast,Virotia,Macadamia angustifolia Virot,
Proteaceae Juss.,Virotia azurea H.C.Hopkins & Pillon,Virotia, ,"In Hopkins, H.C.F. and Y. Pillon (2020). Candollea 75: 89-98."
Proteaceae Juss.,Virotia francii (Guillaumin) P.H.Weston & A.R.Mast,Virotia,Macadamia francii (Guillaumin) Sleumer,
Proteaceae Juss.,Virotia francii (Guillaumin) P.H.Weston & A.R.Mast,Virotia,Roupala francii Guillaumin,
Proteaceae Juss.,Virotia leptophylla (Guillaumin) L.A.S.Johnson & B.G.Briggs,Virotia,Macadamia leptophylla (Guillaumin) Virot,
Proteaceae Juss.,Virotia leptophylla (Guillaumin) L.A.S.Johnson & B.G.Briggs,Virotia,Kermadecia leptophylla Guillaumin,
Proteaceae Juss.,Virotia neurophylla (Guillaumin) P.H.Weston & A.R.Mast,Virotia,Macadamia neurophylla (Guillaumin) Virot,
Proteaceae Juss.,Virotia neurophylla (Guillaumin) P.H.Weston & A.R.Mast,Virotia,Kermadecia neurophylla Guillaumin,
Proteaceae Juss.,Virotia rousselii (Vieill.) P.H.Weston & A.R.Mast,Virotia,Roupala rousselii Vieill.,
Proteaceae Juss.,Virotia rousselii (Vieill.) P.H.Weston & A.R.Mast,Virotia,Macadamia rousselii (Vieill.) Sleumer,
Proteaceae Juss.,Virotia vieillardii (Brongn. & Gris) P.H.Weston & A.R.Mast,Virotia,Macadamia vieillardii (Brongn. & Gris) Sleumer,
Proteaceae Juss.,Virotia vieillardii (Brongn. & Gris) P.H.Weston & A.R.Mast,Virotia,Roupala vieillardii Brongn. & Gris,
Proteaceae Juss.,Virotia vieillardii (Brongn. & Gris) P.H.Weston & A.R.Mast,Virotia,Roupala vieillardii var. longifolia Brongn. & Gris,
Putranjivaceae Endl.,Drypetes deplanchei (Brongn. & Gris) Merr. subsp. deplanchei,Drypetes,Drypetes deplanchei (Brongn. & Gris) Merr.,"Green (1990) Kew Bulletin. Vol. 45, No. 2 (1990), pp. 235-255"
Ranunculaceae Juss.,Clematis glycinoides var. floribunda Domin,Clematis, ,
Ranunculaceae Juss.,Clematis novocaledoniaensis W.T.Wang,Clematis, ,
Ranunculaceae Juss.,Clematis pickeringii A.Gray,Clematis, ,
Rhamnaceae Juss.,Alphitonia neocaledonica (Schltr.) Guillaumin,Alphitonia,Pomaderris neocaledonica Schltr.,
Rhamnaceae Juss.,Alphitonia neocaledonica (Schltr.) Guillaumin,Alphitonia,Alphitonia vieillardii Lenorm. ex Braid,
Rhamnaceae Juss.,Alphitonia neocaledonica (Schltr.) Guillaumin,Alphitonia,Alphitonia vieillardii Lenorm. ex Guillaumin,
Rhamnaceae Juss.,Colubrina asiatica (L.) Brongn. var. asiatica,Colubrina,Ceanothus asiaticus L.,
Rhamnaceae Juss.,Emmenosperma pancherianum Baill.,Emmenosperma, ,"Trouvé également en Australie : Bean, A.R. (2013) Emmenosperma pancherianum Baill. (Rhamnaceae) newly discovered in Australia. Austrobaileya, 9, 150-152."
Rhamnaceae Juss.,Gouania efatensis Guillaumin,Gouania, ,"Présenc en NC : Pillon, pers. comm."
Rhamnaceae Juss.,Gouania leratii Schltr.,Gouania, ,
Rhamnaceae Juss.,Jaffrea erubescens (Baill.) H.C.Hopkins & Pillon,Jaffrea,Alphitonia erubescens Baill.,in Hopkins et al. 2015 Kew Bull. 70
Rhamnaceae Juss.,Jaffrea xerocarpa (Baill.) H.C.Hopkins & Pillon,Jaffrea,Alphitonia xerocarpa Baill.,in Hopkins et al. 2015 Kew Bull. 70
Rhamnaceae Juss.,Jaffrea xerocarpa (Baill.) H.C.Hopkins & Pillon,Jaffrea,"Alphitonia lucida Vieill. ex Guillaumin, nom. nud.",in Hopkins et al. 2015 Kew Bull. 70
Rhamnaceae Juss.,Rhamnella vitiensis (Benth.) A.C.Sm.,Rhamnella,Rhamnus vitiensis Benth.,"The Phylogeny of Hauenschild et al. (2016) Taxon 65(1): 47-64 do not support Dallachya, Rhamnella sensu lato is preferred in Florical  for the time being."
Rhamnaceae Juss.,Rhamnella vitiensis (Benth.) A.C.Sm.,Rhamnella,"Berchemia crenulata Pancher ex Guillaumin, nomen nudum","The Phylogeny of Hauenschild et al. (2016) Taxon 65(1): 47-64 do not support Dallachya, Rhamnella sensu lato is preferred in Florical  for the time being."
Rhamnaceae Juss.,Rhamnella vitiensis (Benth.) A.C.Sm.,Rhamnella,Berchemia fournieri Pancher & Sebert,"The Phylogeny of Hauenschild et al. (2016) Taxon 65(1): 47-64 do not support Dallachya, Rhamnella sensu lato is preferred in Florical  for the time being."
Rhamnaceae Juss.,Rhamnella vitiensis (Benth.) A.C.Sm.,Rhamnella,Dallachya vitiensis (Benth.) F.Muell.,"The Phylogeny of Hauenschild et al. (2016) Taxon 65(1): 47-64 do not support Dallachya, Rhamnella sensu lato is preferred in Florical  for the time being."
Rhamnaceae Juss.,Ventilago buxoides Baill.,Ventilago, ,
Rhamnaceae Juss.,Ventilago neocaledonica Schltr.,Ventilago, ,
Rhamnaceae Juss.,Ventilago pseudocalyculata Guillaumin,Ventilago, ,
Rhamnaceae Juss.,"Ventilago tinctoria Cahen, Toussirot & Pillon",Ventilago, ,"In Cahen D., Toussirot M. & Pillon Y. 2020: A revision of Ventilago (Rhamnaceae) in New Caledonia and Vanuatu with notes on dyeing properties. Willdenowia 50: 253-266."
Rhizophoraceae Pers.,Bruguiera gymnorhiza (L.) Savigny,Bruguiera,Bruguiera gymnorrhiza (L.) Lam.,Nom légitime et non (L.) Lam. Fide Tropicos
Rhizophoraceae Pers.,Bruguiera gymnorhiza (L.) Savigny,Bruguiera,Rhizophora gymnorhiza L.,Nom légitime et non (L.) Lam. Fide Tropicos
Rhizophoraceae Pers.,Bruguiera sexangula (Lour.) Poir.,Bruguiera,Rhizophora sexangula Lour.,"Duke NC, Ge XJ. Blumea (2011) 56(1):36-48. https://doi.org/10.3767/000651911X572968. Cited in the text but not appearing on the map, no specimen known."
Rhizophoraceae Pers.,Ceriops tagal (Perr.) C.B.Rob.,Ceriops,Rhizophora tagal Perr.,
Rhizophoraceae Pers.,Crossostylis grandiflora Pancher ex Brongn. & Gris,Crossostylis, ,
Rhizophoraceae Pers.,Crossostylis multiflora Brongn. & Gris ex Pancher & Sebert,Crossostylis, ,
Rhizophoraceae Pers.,Crossostylis seberti Pancher ex Brongn. & Gris,Crossostylis, ,
Rhizophoraceae Pers.,Rhizophora × lamarckii Montrouz.,Rhizophora, ,
Rhizophoraceae Pers.,Rhizophora × selala (Salvoza) Toml.,Rhizophora,Rhizophora mucronata var. selala Salvoza,
Rhizophoraceae Pers.,Rhizophora × tomlinsonii N.C.Duke,Rhizophora, ,Rhizophora samoensis × Rhizophora apiculata
Rhizophoraceae Pers.,Rhizophora apiculata Blume,Rhizophora, ,
Rhizophoraceae Pers.,Rhizophora samoensis (Hochr.) Salvoza var. samoensis,Rhizophora,Rhizophora mangle var. samoensis Hochr.,
Rhizophoraceae Pers.,Rhizophora samoensis var. neocaledonia N.C.Duke,Rhizophora, ,
Rhizophoraceae Pers.,Rhizophora stylosa Griff.,Rhizophora, ,
Rosaceae Juss.,Rubus moluccanus L.,Rubus, ,
Rosaceae Juss.,Rubus rosifolius Sm.,Rubus, ,Vérifier s'il ne faudrait pas utiliser l'épithète 'rosaefolius'
Rubiaceae Juss.,"Achilleanthus glabrescens (Schltr.) J.G.Chavez, Liede & Meve",Achilleanthus,Guettarda glabrescens (Schltr.) Guillaumin,In Chavez et al. 2021 Bot.J.Linn.Soc. https://doi.org/10.1093/botlinnean/boab013
Rubiaceae Juss.,"Achilleanthus glabrescens (Schltr.) J.G.Chavez, Liede & Meve",Achilleanthus,Timonius glabrescens Schltr.,In Chavez et al. 2021 Bot.J.Linn.Soc. https://doi.org/10.1093/botlinnean/boab013
Rubiaceae Juss.,Achilleanthus hypolasius (Baill.) J.G.Chavez,Achilleanthus,Guettarda hypolasia Baill.,In Chavez et al. 2021 Bot.J.Linn.Soc. https://doi.org/10.1093/botlinnean/boab013
Rubiaceae Juss.,"Achilleanthus ngoyensis (Schltr.) J.G.Chavez, Liede & Meve",Achilleanthus,Guettarda ngoyensis (Schltr.) Guillaumin,In Chavez et al. 2021 Bot.J.Linn.Soc. https://doi.org/10.1093/botlinnean/boab013
Rubiaceae Juss.,"Achilleanthus ngoyensis (Schltr.) J.G.Chavez, Liede & Meve",Achilleanthus,Timonius ngoyensis Schltr.,In Chavez et al. 2021 Bot.J.Linn.Soc. https://doi.org/10.1093/botlinnean/boab013
Rubiaceae Juss.,Aidia congesta (Schltr. & K.Krause) Ridsdale,Aidia,Rhopalobrachium congestum Schltr. & K.Krause,
Rubiaceae Juss.,Aidia vieillardii (Baill.) Ridsdale,Aidia,Randia vieillardii Baill.,
Rubiaceae Juss.,Atractocarpus aragoensis Guillaumin,Atractocarpus, ,
Rubiaceae Juss.,Atractocarpus artensis (Montrouz.) Mouly,Atractocarpus,Randia artensis (Montrouz.) Guillaumin,"Randia est un genre strictement néotropical, l'espèce est à combiner dans Atractocarpus (comm. A. Mouly, 2009)"
Rubiaceae Juss.,Atractocarpus artensis (Montrouz.) Mouly,Atractocarpus,Gardenia artensis Montrouz.,"Randia est un genre strictement néotropical, l'espèce est à combiner dans Atractocarpus (comm. A. Mouly, 2009)"
Rubiaceae Juss.,Atractocarpus bracteatus Schltr. & K.Krause,Atractocarpus,Atractocarpus oblongus S.Moore,
Rubiaceae Juss.,Atractocarpus bracteatus Schltr. & K.Krause,Atractocarpus,Atractocarpus cucumicarpus S.Moore,
Rubiaceae Juss.,Atractocarpus brandzeanus (Baill.) Mouly,Atractocarpus,Randia baladica Montrouz. ex Guillaumin,"Randia est un genre strictement néotropical, l'espèce est à combiner dans Atractocarpus (comm. A. Mouly, 2009)"
Rubiaceae Juss.,Atractocarpus brandzeanus (Baill.) Mouly,Atractocarpus,Randia brandzeana Baill.,"Randia est un genre strictement néotropical, l'espèce est à combiner dans Atractocarpus (comm. A. Mouly, 2009)"
Rubiaceae Juss.,Atractocarpus brandzeanus (Baill.) Mouly,Atractocarpus,Gardenia baladica Montrouz. ex Guillaumin,"Randia est un genre strictement néotropical, l'espèce est à combiner dans Atractocarpus (comm. A. Mouly, 2009)"
Rubiaceae Juss.,Atractocarpus brandzeanus (Baill.) Mouly,Atractocarpus,Atractocarpus baladicus (Montrouz. ex Guillaumin) Mouly,"Randia est un genre strictement néotropical, l'espèce est à combiner dans Atractocarpus (comm. A. Mouly, 2009)"
Rubiaceae Juss.,Atractocarpus colnettianus (Guillaumin) Mouly,Atractocarpus,Gardenia colnettiana Guillaumin,
Rubiaceae Juss.,Atractocarpus comptonii (S.Moore) Mouly,Atractocarpus, ,"Randia est un genre strictement néotropical, l'espèce est à combiner dans Atractocarpus (comm. A. Mouly, 2009)"
Rubiaceae Juss.,Atractocarpus confertus (Guillaumin) Mouly,Atractocarpus,Genipa conferta Baill. ex Guillaumin,
Rubiaceae Juss.,Atractocarpus confertus (Guillaumin) Mouly,Atractocarpus,Gardenia conferta Baill. ex Guillaumin,
Rubiaceae Juss.,Atractocarpus heterophyllus (Montrouz.) Guillaumin & Beauvis.,Atractocarpus,Genipa xylopidoides Baill. ex Guillaumin,
Rubiaceae Juss.,Atractocarpus heterophyllus (Montrouz.) Guillaumin & Beauvis.,Atractocarpus,Gardenia balansana Baill. ex Guillaumin,
Rubiaceae Juss.,Atractocarpus heterophyllus (Montrouz.) Guillaumin & Beauvis.,Atractocarpus,Atractocarpus balanseanus Baill. ex Guillaumin,
Rubiaceae Juss.,Atractocarpus heterophyllus (Montrouz.) Guillaumin & Beauvis.,Atractocarpus,Genipa balansana Baill. ex Guillaumin,
Rubiaceae Juss.,Atractocarpus heterophyllus (Montrouz.) Guillaumin & Beauvis.,Atractocarpus,Gardenia heterophylla Montrouz.,
Rubiaceae Juss.,Atractocarpus heterophyllus (Montrouz.) Guillaumin & Beauvis.,Atractocarpus,Gardenia fusiformis Baill. ex Guillaumin,
Rubiaceae Juss.,Atractocarpus heterophyllus (Montrouz.) Guillaumin & Beauvis.,Atractocarpus,"Genipa fusiformis Baill. ex Guillaumin, nom. nud.",
Rubiaceae Juss.,Atractocarpus longistipitatus Baill. ex Guillaumin,Atractocarpus,Atractocarpus simulans Guillaumin,"""longestipitatus"" corrigé en ""longistipitatus"" art. 60.8"
Rubiaceae Juss.,Atractocarpus longistipitatus Baill. ex Guillaumin,Atractocarpus,Genipa longestipitata Baill. ex Guillaumin,"""longestipitatus"" corrigé en ""longistipitatus"" art. 60.8"
Rubiaceae Juss.,Atractocarpus mollis (Schltr.) Mouly,Atractocarpus,Genipa conica Baill. ex Guillaumin,
Rubiaceae Juss.,Atractocarpus mollis (Schltr.) Mouly,Atractocarpus,Gardenia mollis Schltr.,
Rubiaceae Juss.,Atractocarpus ngoyensis (Schltr.) Mouly,Atractocarpus,Gardenia ngoyensis Schltr.,"Comm. pers. A. Mouly, le 09.xii.2005"
Rubiaceae Juss.,Atractocarpus ngoyensis (Schltr.) Mouly,Atractocarpus,Randia lecardii Guillaumin,"Comm. pers. A. Mouly, le 09.xii.2005"
Rubiaceae Juss.,Atractocarpus ngoyensis (Schltr.) Mouly,Atractocarpus,Atractocarpus lecardii (Guillaumin) Mouly,"Comm. pers. A. Mouly, le 09.xii.2005"
Rubiaceae Juss.,Atractocarpus ngoyensis (Schltr.) Mouly,Atractocarpus,Randia ngoyensis (Schltr.) Hutch. ex Moore,"Comm. pers. A. Mouly, le 09.xii.2005"
Rubiaceae Juss.,Atractocarpus nigricans (Schltr.) Mouly,Atractocarpus,Randia nigricans Schltr.,"Randia est un genre strictement néotropical, l'espèce est à combiner dans Atractocarpus (comm. A. Mouly, 2009)"
Rubiaceae Juss.,Atractocarpus pancherianus (Baill. ex Guillaumin) Mouly,Atractocarpus,Genipa pancheriana Baill. ex Guillaumin,"Randia est un genre strictement néotropical, l'espèce est à combiner dans Atractocarpus (Mouly, et al. submitted)"
Rubiaceae Juss.,Atractocarpus pancherianus (Baill. ex Guillaumin) Mouly,Atractocarpus,Randia pancheriana Baill. ex Guillaumin,"Randia est un genre strictement néotropical, l'espèce est à combiner dans Atractocarpus (Mouly, et al. submitted)"
Rubiaceae Juss.,Atractocarpus platyxylon (Vieill. ex Pancher & Sebert) Guillaumin,Atractocarpus,Gardenia vieillardii Pancher ex Guillaumin,"Récolte associée au taxon : H.S. macKee 41192
"
Rubiaceae Juss.,Atractocarpus platyxylon (Vieill. ex Pancher & Sebert) Guillaumin,Atractocarpus,Genipa vieillardii Baill. ex Guillaumin,"Récolte associée au taxon : H.S. macKee 41192
"
Rubiaceae Juss.,Atractocarpus platyxylon (Vieill. ex Pancher & Sebert) Guillaumin,Atractocarpus,Gardenia platixylon Vieill. ex Pancher & Sebert,"Récolte associée au taxon : H.S. macKee 41192
"
Rubiaceae Juss.,Atractocarpus pseudoterminalis (Guillaumin) Mouly,Atractocarpus,Randia pseudoterminalis Guillaumin,"Randia est un genre strictement néotropical, l'espèce est à combiner dans Atractocarpus (comm. A. Mouly, 2009)"
Rubiaceae Juss.,Atractocarpus pterocarpon (Guillaumin) Puttock,Atractocarpus,Neofranciella pterocarpon (Guillaumin) Guillaumin,
Rubiaceae Juss.,Atractocarpus pterocarpon (Guillaumin) Puttock,Atractocarpus,Franciella pterocarpon Guillaumin,
Rubiaceae Juss.,Atractocarpus rotundifolius Guillaumin,Atractocarpus,Genipa deplanchei Baill. ex Guillaumin,
Rubiaceae Juss.,Atractocarpus rotundifolius Guillaumin,Atractocarpus,Gardenia deplanchei Vieill. ex Guillaumin,
Rubiaceae Juss.,Atractocarpus sessilifolius Guillaumin,Atractocarpus, ,
Rubiaceae Juss.,Atractocarpus sezitat (Baill. ex Guillaumin) Mouly,Atractocarpus,Randia sezitat Baill. ex Guillaumin,"Randia est un genre strictement néotropical, l'espèce est à combiner dans Atractocarpus (comm. A. Mouly, 2009)"
Rubiaceae Juss.,Atractocarpus sezitat (Baill. ex Guillaumin) Mouly,Atractocarpus,Genipa sezitat Baill. ex Guillaumin,"Randia est un genre strictement néotropical, l'espèce est à combiner dans Atractocarpus (comm. A. Mouly, 2009)"
Rubiaceae Juss.,Atractocarpus vaginatus Baill. ex Guillaumin,Atractocarpus,Genipa vaginata Baill. ex Guillaumin,
Rubiaceae Juss.,Augusta austrocaledonica (Brongn.) J.H.Kirkbr.,Augusta,Lindenia austrocaledonica Brongn.,
Rubiaceae Juss.,Bikkia tetrandra (L.f.) A.Rich.,Bikkia,Bikkia pancheri (Brongn.) Guillaumin,
Rubiaceae Juss.,Bikkia tetrandra (L.f.) A.Rich.,Bikkia,Bikkiopsis comptonii (S.Moore) Baum.-Bod.,
Rubiaceae Juss.,Bikkia tetrandra (L.f.) A.Rich.,Bikkia,Portlandia tetrandra L.f.,
Rubiaceae Juss.,Bikkia tetrandra (L.f.) A.Rich.,Bikkia,Bikkiopsis pancheri Brongn.,
Rubiaceae Juss.,Bikkia tetrandra (L.f.) A.Rich.,Bikkia,Bikkia comptonii S.Moore,
Rubiaceae Juss.,Coelospermum balansanum Baill.,Coelospermum,Stylocorina corymbosa Labill.,
Rubiaceae Juss.,Coelospermum balansanum Baill.,Coelospermum,Coelospermum corymbosum (Labill.) Baill. ex Guillaumin,
Rubiaceae Juss.,Coelospermum balansanum Baill.,Coelospermum,Coelospermum billardierei Däniker,
Rubiaceae Juss.,Coelospermum crassifolium J.T.Johanss.,Coelospermum, ,
Rubiaceae Juss.,Coelospermum fragrans (Montrouz.) Baill. ex Guillaumin,Coelospermum,Figuierea fragrans Montrouz.,"Razafimandimbison & Bremer 2011 C. fragrans est a dubious species, mais n'ont pas pu vérifier (type non trouvé). Syn in Mouly, A. and D. Fleurot, Adansonia sér. 3, 2021. 43(25): p. 269-276."
