Family,Genus,Sp1,TaxStat,Accepted,Ecology
Colchicaceae,Androcymbium,volutare,Synonym,Colchicum volutare (Burch.) J.C.Manning & Vinn.,Indigenous; Endemic
Asteraceae,Arctotis,pusilla,Synonym,Arctotis flaccida Jacq.,Indigenous; Endemic
Asteraceae,Vernonia,triflora,Synonym,Gymnanthemum triflorum (Bremek.) H.Rob.,Indigenous; Endemic
Asteraceae,Lasiopogon,minutus,Accepted,,Indigenous; Endemic
Fabaceae,Indigofera,soutpansbergensis,Accepted,,Indigenous
Lycopodiaceae,Lycopodium,nudum,Synonym,Psilotum nudum (L.) P.Beauv.,
Cyperaceae,Cyperus,amabilis,Synonym,Cyperus amabilis Vahl,Indigenous
Urticaceae,Didymodoxa,sp.,Genus level,,
Orobanchaceae,Raphidophyllum,simplex,Synonym,Sopubia simplex (Hochst.) Hochst.,Indigenous
Cyperaceae,Isolepis,venustula,Accepted,,Indigenous; Endemic
Lamiaceae,Syncolostemon,incanus,Accepted,,Indigenous; Endemic
Cyperaceae,Kyllinga,alba,Inclusive,,Indigenous
Brassicaceae,Heliophila,pusilla,Accepted,,Indigenous; Endemic
Amaryllidaceae,Bokkeveldia,salteri,Synonym,Strumaria salteri W.F.Barker,Indigenous
Fabaceae,Rafnia,ericifolia,Synonym,Rafnia angulata Thunb. subsp. ericifolia (T.M.Salter) G.J.Campb. & B.-E.van Wyk,Indigenous
Ericaceae,Erica,chartacea,Accepted,,Indigenous; Endemic
Lobeliaceae,Lobelia,patula,Accepted,,Indigenous; Endemic
Aytoniaceae,Plagiochasma,appendiculatum,Accepted,,Indigenous
Asteraceae,Helichrysum,summo-montanum,Accepted,,Indigenous; Endemic
Oxalidaceae,Oxalis,flava,Accepted,,Indigenous; Endemic
Aizoaceae,Sphalmanthus,caudatus,Synonym,Mesembryanthemum caudatum L.Bolus,Indigenous
Rutaceae,Adenandra,multiflora,Accepted,,Indigenous; Endemic
Restionaceae,Cannomois,grandis,Accepted,,Indigenous; Endemic
Lobeliaceae,Cyphia,linarioides,Synonym,Cyphia persicifolia C.Presl,Indigenous
Lobeliaceae,Lobelia,setacea,Accepted,,Indigenous; Endemic
Aizoaceae,Phyllobolus,herbertii,Synonym,Mesembryanthemum lilliputanum Klak,Indigenous; Endemic
Campanulaceae,Merciera,brevifolia,Accepted,,Indigenous; Endemic
Papaveraceae,Glaucium,sp.,Genus level,,
Pottiaceae,Tortula,austro-africana,Synonym,Syntrichia austro-africana (W.A.Kramer) R.H.Zander,Present
Iridaceae,Ixia,paniculata,Synonym,Ixia bellendenii R.C.Foster,Indigenous
Aizoaceae,Aridaria,defoliata,Synonym,Mesembryanthemum noctiflorum L. subsp. defoliatum (Haw.) Klak,Indigenous
Convolvulaceae,Cuscuta,appendiculata,Accepted,,Indigenous; Endemic
Lobeliaceae,Cyphia,alicedalensis,Accepted,,Indigenous; Endemic
Fabaceae,Vigna,frutescens,Inclusive,,Indigenous
Polygalaceae,Muraltia,heisteria,Accepted,,Indigenous; Endemic
Lobeliaceae,Lobelia,bellidifolia,Synonym,Lobelia erinus L.,Indigenous
Thymelaeaceae,Lachnaea,nervosa,Accepted,,Indigenous; Endemic
Ericaceae,Grisebachia,plumosa,Synonym,Erica plumosa Thunb.,Indigenous
Orchidaceae,Satyrium,sp.,Genus level,,
Aizoaceae,Ruschia,compacta,Synonym,Antimima compacta (L.Bolus) H.E.K.Hartmann,Present
Iridaceae,Anomatheca,laxa,Synonym,Freesia laxa (Thunb.) Goldblatt & J.C.Manning subsp. azurea (Goldblatt & Hutchings) Goldblatt & J.C.,Present
Malpighiaceae,Sphedamnocarpus,pruriens,Accepted,,Indigenous
Hyacinthaceae,Albuca,anisocrispa,Accepted,,Indigenous; Endemic
Asteraceae,Cotula,calcicola,Accepted,,Indigenous; Endemic
Euphorbiaceae,Tithymalus,involucratus,Synonym,Euphorbia natalensis Bernh. ex Krauss,Indigenous
Cyperaceae,Schoenus,microstachyus,Synonym,Schoenus crassus (Levyns) T.L.Elliott & Muasya,Indigenous
Asteraceae,Relhania,pungens,Synonym,"Oedera pungens (L'Her.) N.G.Bergh subsp. trinervis (Thunb.) N.G.Bergh, J.Bentley & Verboom",Indigenous; Endemic
Fabaceae,Argyrolobium,amplexicaule,Accepted,,Indigenous; Endemic
Sapotaceae,Mimusops,macaulayae,Synonym,Manilkara mochisia (Baker) Dubard,
Ericaceae,Erica,racemosa,Inclusive,,Indigenous
Apiaceae,Anthriscus,sylvestris,Inclusive,,Not indigenous; Naturalised
Restionaceae,Restio,echinatus,Accepted,,Indigenous; Endemic
Ebenaceae,Diospyros,austroafricana,Inclusive,,Indigenous
Rubiaceae,Canthium,vanwykii,Accepted,,Indigenous; Endemic
Iridaceae,Meristostigma,manuleiflorum,Synonym,Codonorhiza micrantha (E.Mey. ex Klatt) Goldblatt & J.C.Manning,Present
Thymelaeaceae,Lachnaea,globulifera,Accepted,,Indigenous; Endemic
Rutaceae,Adenandra,viscida,Accepted,,Indigenous; Endemic
Iridaceae,Aristea,bakeri,Accepted,,Indigenous; Endemic
Fabaceae,Vachellia,robusta,Accepted,,Indigenous
Apocynaceae,Tridentea,marientalensis,Inclusive,,Indigenous
Fabaceae,Schotia,sp.,Genus level,,
Asphodelaceae,Haworthia,rossouwii,Synonym,Haworthia mirabilis (Haw.) Haw. var. scabra (M.B.Bayer) M.B.Bayer,Indigenous
Asteraceae,Rennera,stellata,Synonym,Pentzia stellata (P.P.J.Herman) Magee,Indigenous; Endemic
Poaceae,Hyparrhenia,nyassae,Accepted,,Indigenous
Lobeliaceae,Wimmerella,giftbergensis,Synonym,"Wimmerella bifida (Thunb.) Serra, M.B.Crespo & Lammers",Indigenous; Endemic
Scrophulariaceae,Manulea,densiflora,Synonym,Manulea cephalotes Thunb.,Present
Asteraceae,Matricaria,nigellifolia,Synonym,Cotula nigellifolia (DC.) K.Bremer & Humphries var. tenuior (DC.) P.P.J.Herman,Present
Agavaceae,Chlorophytum,fasciculatum,Accepted,,Indigenous
Asteraceae,Cineraria,cacalioides,Synonym,Crassothonna cacalioides (L.f.) B.Nord.,Indigenous; Endemic
Ericaceae,Erica,madida,Accepted,,Indigenous; Endemic
Hyacinthaceae,Lachenalia,aloides,Synonym,Lachenalia quadricolor Jacq.,Indigenous; Endemic
Asteraceae,Polyarrhena,sp.,Genus level,,
Crassulaceae,Crassula,arborescens,Inclusive,,Indigenous; Endemic
Asteraceae,Hippia,frutescens,Accepted,,Indigenous; Endemic
Apocynaceae,Stapelia,baylissii,Synonym,Stapelia hirsuta L. var. baylissii (L.C.Leach) Bruyns,Indigenous; Endemic
Fabaceae,Pearsonia,aristata,Accepted,,Indigenous
Peraceae,Clutia,alpina,Accepted,,Indigenous; Endemic
Asteraceae,Vernonia,pseudocorymbosa,Synonym,Gymnanthemum crataegifolium (Hutch.) H.Rob.,Indigenous
Asphodelaceae,Bulbine,vittatifolia,Accepted,,Indigenous; Endemic
Agavaceae,Chlorophytum,macrosporum,Accepted,,Indigenous
Asphodelaceae,Haworthia,pumila,Synonym,Haworthiopsis fasciata (Willd.) G.D.Rowley,Indigenous
Lobeliaceae,Grammatotheca,bergiana,Synonym,Grammatotheca bergiana (Cham.) C.Presl,Indigenous; Endemic
Iridaceae,Lapeirousia,sandersonii,Synonym,Afrosolen sandersonii (Baker) Goldblatt & J.C.Manning,Indigenous
Ranunculaceae,Clematis,brachiata,Synonym,Clematis brachiata Thunb.,Indigenous
Apocynaceae,Ceropegia,multiflora,Synonym,Ceropegia multiflora Baker subsp. multiflora,
Ericaceae,Erica,leptoclada,Accepted,,Indigenous; Endemic
Asteraceae,Ursinia,anthemoides,Inclusive,,Indigenous
Lobeliaceae,Lobelia,goetzei,Accepted,,Indigenous
Asteraceae,Bidens,schimperi,Accepted,,Indigenous
Amaryllidaceae,Hessea,filifolia,Synonym,Strumaria tenella (L.f.) Snijman,Indigenous
Salicaceae,Dovyalis,longispina,Accepted,,Indigenous
Acanthaceae,Crabbea,undulatifolia,Synonym,Crabbea angustifolia Nees,
Anacardiaceae,Rhus,gracillima,Synonym,Searsia gracillima (Engl.) Moffett var. gracillima,Indigenous; Endemic
Amaranthaceae,Sarcocornia,xerophila,Accepted,,Indigenous; Endemic
Apocynaceae,Acokanthera,sp.,Genus level,,
Thymelaeaceae,Lachnaea,leipoldtii,Accepted,,Indigenous; Endemic
Asteraceae,Othonna,triplinervia,Accepted,,Indigenous; Endemic
Asteraceae,Ambrosia,tenuifolia,Accepted,,Not indigenous; Naturalised
Asteraceae,Relhania,pumila,Synonym,Rhynchopsidium pumilum (L.f.) DC.,Indigenous
Ruscaceae,Eriospermum,spirale,Accepted,,Indigenous; Endemic
Asteraceae,Callilepis,laureola,Accepted,,Indigenous
Asphodelaceae,Trachyandra,sanguinorhiza,Accepted,,Indigenous; Endemic
Asphodelaceae,Aloe,granata,Synonym,Tulista pumila (L.) G.D.Rowley,
Asparagaceae,Asparagus,aethiopicus,Accepted,,Indigenous
Apocynaceae,Orbea,ubomboensis,Synonym,Australluma ubomboensis (I.Verd.) Bruyns,Indigenous
Hyacinthaceae,Lachenalia,ustulata,Synonym,Lachenalia orthopetala Jacq.,Indigenous
Thelypteridaceae,Amauropelta,sp.,Genus level,,
Asteraceae,Arctotis,lanceolata,Accepted,,Indigenous; Endemic
Sapindaceae,Atalaya,sp.,Genus level,,
Ericaceae,Platycalyx,pumila,Synonym,Erica platycalyx E.G.H.Oliv.,Indigenous
Apocynaceae,Duvalia,caespitosa,Synonym,Duvalia caespitosa (Masson) Haw. subsp. caespitosa,
Aizoaceae,Ruschia,schollii,Accepted,,Indigenous; Endemic
Restionaceae,Thamnochortus,ellipticus,Accepted,,Indigenous; Endemic
Proteaceae,Vexatorella,latebrosa,Accepted,,Indigenous; Endemic
Iridaceae,Lapeirousia,silenoides,Accepted,,Indigenous; Endemic
Acanthaceae,Peristrophe,bicalyculata,Synonym,Dicliptera paniculata (Forssk.) I.Darbysh.,Present
Fabaceae,Rhynchosia,jacottetii,Synonym,Rhynchosia reptabunda N.E.Br.,Present
Restionaceae,Calopsis,gracilis,Synonym,Restio ramosissimus H.P.Linder & C.R.Hardy,Indigenous; Endemic
Asteraceae,Columellea,biennis,Synonym,Nestlera biennis (Jacq.) Spreng.,Indigenous
Hyacinthaceae,Lachenalia,callista,Accepted,,Indigenous; Endemic
Iridaceae,Geissorhiza,aspera,Accepted,,Indigenous; Endemic
Bruniaceae,Lonchostoma,purpureum,Synonym,Brunia purpurea (Pillans) Class.-Bockh. & E.G.H.Oliv.,Indigenous; Endemic
Iridaceae,Geissorhiza,intermedia,Accepted,,Indigenous; Endemic
Poaceae,Arundo,plumosa,Synonym,Jarava plumosa (Spreng.) S.W.L.Jacobs & J.Everett,Not indigenous
Marchantiaceae,Marchantia,wilmsii,Synonym,Marchantia pappeana Lehm. subsp. pappeana,Present
Hyacinthaceae,Drimia,edwardsii,Accepted,,Indigenous; Endemic
Euphorbiaceae,Tragia,dioica,Accepted,,Indigenous
Iridaceae,Tritonia,disticha,Inclusive,,Indigenous
Cyperaceae,Cyperus,indecorus,Inclusive,,Indigenous
Poaceae,Anthephora,argentea,Accepted,,Indigenous
Cyperaceae,Cyperus,difformis,Accepted,,Indigenous
Fabaceae,Acacia,catechu,Synonym,Senegalia polyacantha (Willd.) Seigler & Ebinger subsp. campylacantha (Hochst. ex A.Rich.) Kyal. & B,
Crassulaceae,Crassula,muscosa,Accepted,,Indigenous
Fabaceae,Crotalaria,natalitia,Accepted,,Indigenous
Geraniaceae,Hoarea,gracilis,Synonym,Pelargonium gracile (Eckl. & Zeyh.) Steud.,Indigenous
Poaceae,Stiburus,alopecuroides,Accepted,,Indigenous
Asteraceae,Eschenbachia,persicifolia,Synonym,Conyza attenuata DC.,Indigenous
Iridaceae,Lapeirousia,fabricii,Accepted,,Indigenous
Rutaceae,Ruta,graveolens,Accepted,,Not indigenous; Naturalised
Asteraceae,Trichogyne,repens,Synonym,Ifloga repens (L.) Hilliard & B.L.Burtt,Indigenous; Endemic
Iridaceae,Sparaxis,parviflora,Accepted,,Indigenous; Endemic
Aizoaceae,Faucaria,felina,Synonym,Faucaria britteniae L.Bolus,Present
Oxalidaceae,Oxalis,tenuipes,Inclusive,,Indigenous
Equisetaceae,Equisetum,burchellii,Synonym,Equisetum ramosissimum Desf.,
Aizoaceae,Ruschia,crassuloides,Synonym,Eberlanzia sedoides (Dinter & A.Berger) Schwantes,Present
Fabaceae,Alhagi,maurorum,Accepted,,Not indigenous; Cultivated; Naturalised; Invasive
Solanaceae,Withania,sp.,Genus level,,
Ericaceae,Erica,galpinii,Accepted,,Indigenous; Endemic
Thymelaeaceae,Gnidia,dregeana,Synonym,Lasiosiphon dregeanus (Meisn.) Endl.,Indigenous; Endemic
Asphodelaceae,Haworthia,tessellata,Synonym,Haworthiopsis tessellata (Haw.) G.D.Rowley var. tessellata,Indigenous
Iridaceae,Ixia,maculata,Synonym,Ixia calendulacea Goldblatt & J.C.Manning,Indigenous; Endemic
Poaceae,Sporobolus,fimbriatus,Accepted,,Indigenous
Aizoaceae,Antimima,excedens,Accepted,,Indigenous; Endemic
Fabaceae,Indigofera,daleoides,Accepted,,Indigenous
Flacourtiaceae,Aberia,zeyheri,Synonym,Dovyalis zeyheri (Sond.) Warb.,Indigenous
Acanthaceae,Adhatoda,incana,Synonym,Justicia incana (Nees) T.Anderson,Indigenous
Hyacinthaceae,Austronea,papillosa,Synonym,Drimia virens (Schltr.) J.C.Manning & Goldblatt,Indigenous; Endemic
Santalaceae,Thesium,acuminatum,Accepted,,Indigenous; Endemic
Iridaceae,Romulea,setifolia,Accepted,,Indigenous; Endemic
Asphodelaceae,Haworthia,leightonii,Synonym,Haworthia cooperi Baker var. leightonii (G.G.Sm.) M.B.Bayer,Indigenous
Aizoaceae,Cleretum,bruynsii,Accepted,,Indigenous; Endemic
Ericaceae,Erica,simulans,Accepted,,Indigenous; Endemic
Ericaceae,Erica,lageniformis,Accepted,,Indigenous; Endemic
Lobeliaceae,Cyphia,digitata,Synonym,Cyphia digitata Willd.,Indigenous; Endemic
Ericaceae,Erica,coccinea,Synonym,Erica melastoma Andrews subsp. melastoma,Indigenous
Hyacinthaceae,Polyxena,marginata,Synonym,Daubenya marginata (Willd. ex Kunth) J.C.Manning & A.M.van der Merwe,Indigenous
Fabaceae,Eriosema,villosum,Synonym,Rhynchosia villosa (Meisn.) Druce,Indigenous
Cactaceae,Opuntia,elata,Inclusive,,Not indigenous; Cultivated; Naturalised; Invasive
Proteaceae,Protea,caespitosa,Accepted,,Indigenous; Endemic
Acanthaceae,Acanthodium,carduifolium,Synonym,Acanthopsis carduifolia (L.f.) Schinz,Indigenous
Cyperaceae,Courtoisia,assimilis,Synonym,Cyperus assimilis Steud.,Indigenous
Campanulaceae,Roella,dregeana,Accepted,,Indigenous; Endemic
Asteraceae,Emilia,ambifaria,Synonym,Emilia schinzii (O.Hoffm.) Cron,Indigenous
Apiaceae,Lichtensteinia,crassijuga,Accepted,,Indigenous; Endemic
Rhamnaceae,Phylica,excelsa,Accepted,,Indigenous; Endemic
Lycopodiaceae,Lycopodium,dacrydioides,Synonym,Huperzia dacrydioides (Baker) Pic.Serm.,Present
Malvaceae,Hermannia,muricata,Accepted,,Indigenous; Endemic
Asphodelaceae,Haworthia,unicolor,Synonym,Haworthia arachnoidea (L.) Duval var. nigricans (Haw.) M.B.Bayer,Indigenous
Aizoaceae,Conophyllum,globosum,Synonym,Meyerophytum globosum (L.Bolus) Ihlenf.,Present
Bryaceae,Rhodobryum,sp.,Genus level,,
Pterobryaceae,Pterobryopsis,hoehnelii,Accepted,,Indigenous
Apocynaceae,Aspidoglossum,fasciculare,Accepted,,Indigenous
Asteraceae,Ambrosia,psilostachya,Accepted,,Not indigenous; Naturalised; Invasive
Sphagnaceae,Sphagnum,strictum,Accepted,,Indigenous
Polygalaceae,Polygala,transvaalensis,Accepted,,Indigenous
Aizoaceae,Lampranthus,dubitans,Synonym,Phiambolia unca (L.Bolus) Klak,Indigenous; Endemic
Ericaceae,Erica,angulosa,Accepted,,Indigenous; Endemic
Campanulaceae,Lightfootia,fasciculata,Synonym,Wahlenbergia desmantha Lammers,Indigenous; Endemic
Fabaceae,Canavalia,monodon,Synonym,Canavalia bonariensis Lindl.,Indigenous
Cytinaceae,Cytinus,sanguineus,Accepted,,Indigenous; Endemic
Apocynaceae,Notechidnopsis,columnaris,Synonym,Richtersveldia columnaris (Nel) Meve & Liede,Indigenous; Endemic
Lobeliaceae,Lobelia,depressa,Synonym,Lobelia sonderiana (Kuntze) Lammers,
Anacampserotaceae,Anacampseros,retusa,Accepted,,Indigenous; Endemic
Ericaceae,Erica,gnaphaloides,Accepted,,Indigenous; Endemic
Rubiaceae,Galium,thunbergianum,Accepted,,Indigenous
Santalaceae,Thesium,lobelioides,Accepted,,Indigenous; Endemic
Asteraceae,Callilepis,sp.,Genus level,,
Asteraceae,Pentzia,sphaerocephala,Accepted,,Indigenous
Acanthaceae,Adhatoda,divaricata,Synonym,Justicia divaricata Licht. ex Roem. & Schult.,Indigenous
Lobeliaceae,Cyphia,alba,Synonym,Cyphia alba N.E.Br.,
Cupressaceae,Callitris,preissii,Accepted,,Not indigenous; Cultivated; Naturalised
Celastraceae,Empleuridium,sp.,Genus level,,
Hyacinthaceae,Ornithogalum,nematophyllum,Synonym,Albuca tenuifolia Baker,Indigenous
Campanulaceae,Roella,muscosa,Accepted,,Indigenous; Endemic
Proteaceae,Serruria,diffusa,Synonym,Serruria furcellata R.Br.,Indigenous
Ranunculaceae,Clematopsis,scabiosifolia,Synonym,Clematis villosa DC. subsp. stanleyi (Hook.) Kuntze,Indigenous
Hyacinthaceae,Massonia,heterandra,Synonym,Massonia pygmaea Schltdl. ex Kunth,Indigenous
Asteraceae,Leysera,tenuifolia,Synonym,Leysera gnaphalodes (L.) L.,Indigenous
Scrophulariaceae,Pseudoselago,recurvifolia,Accepted,,Indigenous; Endemic
Fabaceae,Calobota,angustifolia,Accepted,,Indigenous
Convolvulaceae,Convolvulus,arvensis,Accepted,,Not indigenous; Naturalised; Invasive
Hyacinthaceae,Albuca,unifoliata,Accepted,,Indigenous; Endemic
Lobeliaceae,Lobelia,jasionoides,Accepted,,Indigenous; Endemic
Asteraceae,Osteospermum,sinuatum,Accepted,,Indigenous
Aizoaceae,Glottiphyllum,taurinum,Synonym,Glottiphyllum depressum (Haw.) N.E.Br.,Indigenous
Asphodelaceae,Aloe,brevifolia,Accepted,,Indigenous; Endemic
Asteraceae,Osteospermum,burttianum,Accepted,,Indigenous; Endemic
Asteraceae,Senecio,niveus,Accepted,,Indigenous
Aizoaceae,Lithops,otzeniana,Synonym,Lithops comptonii L.Bolus,Present
Iridaceae,Tritonia,trinervata,Synonym,Ixia trinervata (Baker) G.J.Lewis,Indigenous
Bignoniaceae,Rhigozum,obovatum,Accepted,,Indigenous
Fabaceae,Indigofera,rhodantha,Accepted,,Indigenous
Poaceae,Echinochloa,haploclada,Accepted,,Indigenous
Asphodelaceae,Haworthia,setata,Synonym,Haworthia decipiens Poelln. var. xiphiophylla (Baker) M.B.Bayer,Indigenous
Fabaceae,Rafnia,vlokii,Accepted,,Indigenous; Endemic
Euphorbiaceae,Dactylanthes,patula,Synonym,Euphorbia patula Mill.,Indigenous
Hyacinthaceae,Albuca,secunda,Accepted,,Indigenous; Endemic
Rubiaceae,Pavetta,harborii,Accepted,,Indigenous
Bruniaceae,Brunia,comosa,Synonym,Berzelia lanuginosa (L.) Brongn.,Indigenous
Amaryllidaceae,Haemanthus,pubescens,Inclusive,,Indigenous
Orchidaceae,Polystachya,modesta,Accepted,,Indigenous
Asteraceae,Helichrysum,asperum,Accepted,,Indigenous; Endemic
Geraniaceae,Geranium,ferulaceum,Synonym,Pelargonium carnosum (L.) L'Her. subsp. ferulaceum (Cav.) M.Becker & F.Albers,Indigenous
Apiaceae,Peucedanum,pungens,Synonym,Notobubon pungens (Sond.) Magee,Indigenous; Endemic
Cyperaceae,Tetraria,eximia,Accepted,,Indigenous; Endemic
Aizoaceae,Gibbaeum,album,Synonym,Gibbaeum album N.E.Br.,Indigenous
Iridaceae,Tritonia,sp.,Genus level,,
Hyacinthaceae,Ornithogalum,pilosum,Accepted,,Indigenous; Endemic
Asparagaceae,Asparagus,saundersiae,Accepted,,Indigenous
Verbenaceae,Lantana,trifolia,Accepted,,Not indigenous; Naturalised
Cyperaceae,Cyperus,tenellus,Synonym,Isolepis levynsiana Muasya & D.A.Simpson,Indigenous; Endemic
Campanulaceae,Wahlenbergia,pinnata,Accepted,,Indigenous
Asparagaceae,Asparagus,edulis,Accepted,,Indigenous
Asteraceae,Soliva,sp.,Genus level,,
Ricciaceae,Riccia,okahandjana,Accepted,,Indigenous
Restionaceae,Restio,singularis,Accepted,,Indigenous; Endemic
Apiaceae,Pimpinella,leptophylla,Synonym,Cyclospermum leptophyllum (Pers.) Sprague ex Britton & P.Wilson,
Fabaceae,Aspalathus,macrocarpa,Accepted,,Indigenous; Endemic
Orobanchaceae,Alectra,capensis,Accepted,,Indigenous
Iridaceae,Ixia,latifolia,Accepted,,Indigenous; Endemic
Euphorbiaceae,Medusea,tuberculata,Synonym,Euphorbia caput-medusae L.,
Aizoaceae,Conophytum,frutescens,Accepted,,Indigenous; Endemic
Apiaceae,Petroselinum,crispum,Accepted,,Not indigenous; Naturalised
Asphodelaceae,Aloe,thraskii,Accepted,,Indigenous; Endemic
Poaceae,Pentameris,glandulosa,Accepted,,Indigenous
Fabaceae,Priestleya,latifolia,Synonym,Liparia latifolia (Benth.) A.L.Schutte,Present
Orobanchaceae,Gerardia,sessiliflora,Synonym,Alectra sessiliflora (Vahl) Kuntze,Present
Asteraceae,Euryops,mirus,Accepted,,Indigenous; Endemic
Iridaceae,Gladiolus,flanaganii,Accepted,,Indigenous
Aizoaceae,Faucaria,smithii,Synonym,Faucaria britteniae L.Bolus,Indigenous
Hyacinthaceae,Drimia,echinostachya,Accepted,,Indigenous; Endemic
Asteraceae,Helianthus,annuus,Accepted,,Not indigenous; Naturalised; Invasive
Asteraceae,Berkheya,umbellata,Accepted,,Indigenous; Endemic
Salvadoraceae,Salvadora,persica,Accepted,,Indigenous
Solanaceae,Cestrum,parqui,Accepted,,Not indigenous; Naturalised; Invasive
Cyperaceae,Carex,dregeana,Synonym,Carex spartea Wahlenb.,Indigenous
Asteraceae,Othonna,quinqueradiata,Accepted,,Indigenous; Endemic
Scrophulariaceae,Jamesbrittenia,adpressa,Accepted,,Indigenous
Rutaceae,Agathosma,trachyphylla,Synonym,Agathosma hispida (Thunb.) F.Dietr.,Indigenous
Fabaceae,Chirocalyx,sp.,Genus level,,
Apocynaceae,Landolphia,kirkii,Accepted,,Indigenous
Anacardiaceae,Rhus,dispar,Synonym,Ozoroa dispar (C.Presl) R.Fern. & A.Fern.,Indigenous
Proteaceae,Leucospermum,cordifolium,Accepted,,Indigenous; Endemic
Amaryllidaceae,Amaryllis,paradisicola,Accepted,,Indigenous; Endemic
Erythroxylaceae,Erythroxylum,emarginatum,Accepted,,Indigenous
Acanthaceae,Acanthodium,plumulosum,Synonym,Acanthopsis horrida (Nees) Nees,Indigenous
Aizoaceae,Ihlenfeldtia,sp.,Genus level,,
Ericaceae,Erica,hirta,Accepted,,Indigenous; Endemic
Hyacinthaceae,Austronea,trichophylla,Synonym,"Drimia trichophylla Mart.-Azorin, A.P.Dold & M.B.Crespo",Indigenous
Thelypteridaceae,Pneumatopteris,sp.,Genus level,,
Hyacinthaceae,Drimia,cooperi,Synonym,Drimia echinostachya (Baker) Eggli & N.R.Crouch,Indigenous
Iridaceae,Ixia,polystachya,Synonym,Ixia longistylis (M.P.de Vos) Goldblatt & J.C.Manning,Indigenous; Endemic
Aizoaceae,Delosperma,erectum,Accepted,,Indigenous; Endemic
Lejeuneaceae,Leucolejeunea,xanthocarpa,Synonym,Cheilolejeunea xanthocarpa (Lehm. & Lindenb.) Malombe,Indigenous
Lobeliaceae,Cyphia,undulata,Synonym,Cyphia linarioides C.Presl,Indigenous
Rhamnaceae,Phyllogeiton,discolor,Accepted,,Indigenous
Lobeliaceae,Dortmanna,coronopifolia,Synonym,Lobelia tomentosa L.f.,
Asteraceae,Aster,discoideus,Synonym,Chrysocoma ciliata L.,
Aspleniaceae,Asplenium,blastophorum,Accepted,,Indigenous
Aizoaceae,Nycteranthus,quartziticus,Synonym,Mesembryanthemum quartziticola Klak,Indigenous
Aizoaceae,Antimima,hantamensis,Accepted,,Indigenous; Endemic
Crassulaceae,Crassula,cultrata,Accepted,,Indigenous; Endemic
Asphodelaceae,Haworthia,nigra,Synonym,Haworthiopsis nigra (Haw.) G.D.Rowley var. nigra,Indigenous
Fabaceae,Erythrina,caffra,Accepted,,Indigenous
Aizoaceae,Faucaria,albidens,Synonym,Faucaria bosscheana (A.Berger) Schwantes,Indigenous
Proteaceae,Spatallopsis,ericaefolia,Synonym,Spatalla caudata (Thunb.) R.Br.,Indigenous
Orchidaceae,Disa,obtusa,Inclusive,,Indigenous
Amaryllidaceae,Haemanthus,micrantherus,Synonym,Scadoxus multiflorus (Martyn) Raf.,
Myrtaceae,Psidium,cattleianum,Synonym,Psidium cattleyanum Sabine,
Fabaceae,Tephrosia,capensis,Accepted,,Indigenous; Endemic
Asteraceae,Helichrysum,griseolanatum,Accepted,,Indigenous
Ruscaceae,Eriospermum,descendens,Accepted,,Indigenous; Endemic
Lunulariaceae,Lunularia,cruciata,Accepted,,Indigenous
Convolvulaceae,Astripomoea,malvacea,Inclusive,,Indigenous
Ericaceae,Erica,labialis,Accepted,,Indigenous; Endemic
Asteraceae,Conyza,floribunda,Synonym,Erigeron sumatrensis Retz.,Not indigenous
Poaceae,Avena,leonina,Synonym,Trisetopsis leonina (Steud.) Roser & A.Wolk,Indigenous
Hyacinthaceae,Drimia,burchellii,Synonym,Drimia elata Jacq. ex Willd.,Indigenous
Amaranthaceae,Atriplex,portulacoides,Synonym,Atriplex vestita (Thunb.) Aellen var. appendiculata Aellen,
Moraceae,Ficus,salicifolia,Accepted,,Indigenous
